,gene_ids,n_cells
ST14,ENSG00000149418,21
ZBTB44,ENSG00000196323,62
RP11-890B15.3,ENSG00000255455,6
SNX19,ENSG00000120451,53
IGSF9B,ENSG00000080854,6
RP11-713P17.3,ENSG00000204241,5
JAM3,ENSG00000166086,7
NCAPD3,ENSG00000151503,27
VPS26B,ENSG00000151502,196
THYN1,ENSG00000151500,360
ACAD8,ENSG00000151498,76
B3GAT1,ENSG00000109956,9
RP11-598F7.3,ENSG00000256948,8
SLC6A12,ENSG00000111181,5
KDM5A,ENSG00000073614,189
CCDC77,ENSG00000120647,38
B4GALNT3,ENSG00000139044,8
NINJ2,ENSG00000171840,77
RP11-218M22.1,ENSG00000177406,22
WNK1,ENSG00000060237,239
RAD52,ENSG00000002016,7
RP11-359B12.2,ENSG00000250132,6
ERC1,ENSG00000082805,20
WNT5B,ENSG00000111186,4
FBXL14,ENSG00000171823,9
ADIPOR2,ENSG00000006831,55
CACNA2D4,ENSG00000151062,82
DCP1B,ENSG00000151065,37
CACNA1C,ENSG00000151067,3
CACNA1C-AS2,ENSG00000256271,23
CACNA1C-AS1,ENSG00000246627,4
FKBP4,ENSG00000004478,143
RP4-816N1.6,ENSG00000258325,17
ITFG2,ENSG00000111203,157
FOXM1,ENSG00000111206,3
RHNO1,ENSG00000171792,133
TULP3,ENSG00000078246,18
EFCAB4B,ENSG00000130038,50
PARP11,ENSG00000111224,98
RP11-664D1.1,ENSG00000256862,151
CCND2,ENSG00000118971,164
C12orf5,ENSG00000078237,54
C12orf4,ENSG00000047621,46
RAD51AP1,ENSG00000111247,8
DYRK4,ENSG00000010219,134
NDUFA9,ENSG00000139180,365
CD9,ENSG00000010278,78
TNFRSF1A,ENSG00000067182,249
LTBR,ENSG00000111321,67
CD27-AS1,ENSG00000215039,59
CD27,ENSG00000139193,643
TAPBPL,ENSG00000139192,170
VAMP1,ENSG00000139190,56
MRPL51,ENSG00000111639,548
NCAPD2,ENSG00000010292,42
GAPDH,ENSG00000111640,2274
RP5-940J5.9,ENSG00000269968,76
IFFO1,ENSG00000010295,88
NOP2,ENSG00000111641,70
CHD4,ENSG00000111642,190
RP5-940J5.6,ENSG00000247853,3
LPAR5,ENSG00000184574,51
ACRBP,ENSG00000111644,33
ING4,ENSG00000111653,262
ZNF384,ENSG00000126746,87
COPS7A,ENSG00000111652,99
MLF2,ENSG00000089693,378
PTMS,ENSG00000159335,76
LAG3,ENSG00000089692,86
CD4,ENSG00000010610,314
GPR162,ENSG00000250510,15
USP5,ENSG00000111667,108
TPI1,ENSG00000111669,1362
SPSB2,ENSG00000111671,145
LRRC23,ENSG00000010626,38
ENO2,ENSG00000111674,57
ATN1,ENSG00000111676,19
C12orf57,ENSG00000111678,815
U47924.31,ENSG00000272173,6
PTPN6,ENSG00000111679,788
EMG1,ENSG00000126749,273
PHB2,ENSG00000215021,544
LPCAT3,ENSG00000111684,100
U47924.30,ENSG00000272201,9
C1R,ENSG00000159403,5
C1RL,ENSG00000139178,39
C1RL-AS1,ENSG00000205885,18
CLSTN3,ENSG00000139182,34
PEX5,ENSG00000139197,37
CD163,ENSG00000177575,36
CLEC4C,ENSG00000198178,8
SLC2A3,ENSG00000059804,673
FOXJ2,ENSG00000065970,30
C3AR1,ENSG00000171860,65
NECAP1,ENSG00000089818,134
CLEC4A,ENSG00000111729,91
FAM66C,ENSG00000226711,5
LINC00937,ENSG00000226091,35
RP11-90D4.3,ENSG00000256101,5
CLEC4D,ENSG00000166527,27
CLEC4E,ENSG00000166523,74
RIMKLB,ENSG00000166532,21
PHC1,ENSG00000111752,28
M6PR,ENSG00000003056,596
KLRG1,ENSG00000139187,313
A2M-AS1,ENSG00000245105,30
A2M,ENSG00000175899,8
PZP,ENSG00000126838,10
LINC00987,ENSG00000237248,31
KLRB1,ENSG00000111796,152
CLEC2D,ENSG00000069493,233
CLECL1,ENSG00000184293,3
CD69,ENSG00000110848,969
KLRF1,ENSG00000150045,62
CLEC2B,ENSG00000110852,249
CLEC12A,ENSG00000172322,102
CLEC1B,ENSG00000165682,13
CLEC7A,ENSG00000172243,182
GABARAPL1,ENSG00000139112,175
RP11-656E20.5,ENSG00000255958,3
KLRD1,ENSG00000134539,159
RP11-277P12.20,ENSG00000245648,4
KLRK1,ENSG00000213809,6
KLRC4,ENSG00000183542,9
KLRC2,ENSG00000205809,18
KLRC1,ENSG00000134545,51
RP11-291B21.2,ENSG00000256039,98
MAGOHB,ENSG00000111196,147
YBX3,ENSG00000060138,280
PRR4,ENSG00000111215,120
TAS2R14,ENSG00000212127,8
TAS2R30,ENSG00000256188,3
RP11-434C1.1,ENSG00000247157,16
ETV6,ENSG00000139083,81
BCL2L14,ENSG00000121380,5
LRP6,ENSG00000070018,7
MANSC1,ENSG00000111261,6
LOH12CR2,ENSG00000205791,45
LOH12CR1,ENSG00000165714,125
DUSP16,ENSG00000111266,19
CREBL2,ENSG00000111269,137
CDKN1B,ENSG00000111276,326
APOLD1,ENSG00000178878,63
DDX47,ENSG00000213782,70
RP11-392P7.6,ENSG00000247498,4
HEBP1,ENSG00000013583,180
KIAA1467,ENSG00000084444,7
EMP1,ENSG00000134531,3
ATF7IP,ENSG00000171681,116
PLBD1,ENSG00000121316,235
HIST4H4,ENSG00000197837,34
H2AFJ,ENSG00000246705,411
WBP11,ENSG00000084463,242
C12orf60,ENSG00000182993,6
ERP27,ENSG00000139055,15
ARHGDIB,ENSG00000111348,2451
PTPRO,ENSG00000151490,23
EPS8,ENSG00000151491,17
STRAP,ENSG00000023734,466
DERA,ENSG00000023697,150
MGST1,ENSG00000008394,77
PLEKHA5,ENSG00000052126,15
AEBP2,ENSG00000139154,19
PYROXD1,ENSG00000121350,68
RECQL,ENSG00000004700,182
GOLT1B,ENSG00000111711,164
C12orf39,ENSG00000134548,5
LDHB,ENSG00000111716,1810
CMAS,ENSG00000111726,176
ST8SIA1,ENSG00000111728,14
C2CD5,ENSG00000111731,42
ETNK1,ENSG00000139163,147
BCAT1,ENSG00000060982,8
LRMP,ENSG00000118308,140
LYRM5,ENSG00000205707,205
KRAS,ENSG00000133703,242
SSPN,ENSG00000123096,12
ITPR2,ENSG00000123104,31
ASUN,ENSG00000064102,67
FGFR1OP2,ENSG00000111790,434
TM7SF3,ENSG00000064115,127
MED21,ENSG00000152944,41
STK38L,ENSG00000211455,66
PPFIBP1,ENSG00000110841,6
RP11-1060J15.4,ENSG00000256377,8
MRPS35,ENSG00000061794,296
KLHL42,ENSG00000087448,56
CCDC91,ENSG00000123106,284
FAR2,ENSG00000064763,31
RP11-996F15.2,ENSG00000257176,3
ERGIC2,ENSG00000087502,147
OVCH1-AS1,ENSG00000257599,3
TMTC1,ENSG00000133687,6
IPO8,ENSG00000133704,35
CAPRIN2,ENSG00000110888,21
DDX11-AS1,ENSG00000245614,7
DDX11,ENSG00000013573,16
FAM60A,ENSG00000139146,215
AC024940.1,ENSG00000177340,3
DENND5B,ENSG00000170456,13
METTL20,ENSG00000139160,14
AMN1,ENSG00000151743,44
H3F3C,ENSG00000188375,27
RP11-428G5.5,ENSG00000255760,31
KIAA1551,ENSG00000174718,239
BICD1,ENSG00000151746,22
FGD4,ENSG00000139132,36
DNM1L,ENSG00000087470,68
YARS2,ENSG00000139131,97
ALG10,ENSG00000139133,15
CPNE8,ENSG00000139117,16
KIF21A,ENSG00000139116,34
ABCD2,ENSG00000173208,8
SLC2A13,ENSG00000151229,27
LRRK2,ENSG00000188906,41
GXYLT1,ENSG00000151233,38
YAF2,ENSG00000015153,185
PPHLN1,ENSG00000134283,495
ZCRB1,ENSG00000139168,288
PRICKLE1,ENSG00000139174,7
RP11-350F4.2,ENSG00000257742,7
PUS7L,ENSG00000129317,42
IRAK4,ENSG00000198001,170
TWF1,ENSG00000151239,65
TMEM117,ENSG00000139173,7
NELL2,ENSG00000184613,174
ANO6,ENSG00000177119,31
LINC00938,ENSG00000273015,130
ARID2,ENSG00000189079,99
SCAF11,ENSG00000139218,422
SLC38A1,ENSG00000111371,331
SLC38A2,ENSG00000134294,240
RP11-446N19.1,ENSG00000272369,10
AMIGO2,ENSG00000139211,31
PCED1B,ENSG00000179715,158
RP11-493L12.4,ENSG00000258181,5
RPAP3,ENSG00000005175,95
RP1-197B17.3,ENSG00000257433,27
RAPGEF3,ENSG00000079337,3
SLC48A1,ENSG00000211584,25
HDAC7,ENSG00000061273,140
VDR,ENSG00000111424,12
TMEM106C,ENSG00000134291,157
SENP1,ENSG00000079387,13
PFKM,ENSG00000152556,32
ASB8,ENSG00000177981,197
C12orf68,ENSG00000177875,10
DKFZP779L1853,ENSG00000269514,12
ZNF641,ENSG00000167528,38
KANSL2,ENSG00000139620,93
CCNT1,ENSG00000129315,52
DDX23,ENSG00000174243,123
RND1,ENSG00000172602,3
RP11-302B13.5,ENSG00000272822,3
CCDC65,ENSG00000139537,80
FKBP11,ENSG00000134285,363
ARF3,ENSG00000134287,244
WNT10B,ENSG00000169884,3
RP11-386G11.5,ENSG00000257913,19
PRKAG1,ENSG00000181929,260
KMT2D,ENSG00000167548,63
RHEBL1,ENSG00000167550,41
LMBR1L,ENSG00000139636,105
RP11-386G11.10,ENSG00000258017,30
TUBA1B,ENSG00000123416,1156
TUBA1A,ENSG00000167552,1240
TUBA1C,ENSG00000167553,151
TROAP,ENSG00000135451,4
SPATS2,ENSG00000123352,48
KCNH3,ENSG00000135519,3
MCRS1,ENSG00000187778,227
PRPF40B,ENSG00000110844,8
FMNL3,ENSG00000161791,38
TMBIM6,ENSG00000139644,1382
NCKAP5L,ENSG00000167566,31
BCDIN3D,ENSG00000186666,38
RACGAP1,ENSG00000161800,18
SMARCD1,ENSG00000066117,101
COX14,ENSG00000178449,535
CERS5,ENSG00000139624,98
LIMA1,ENSG00000050405,31
LARP4,ENSG00000161813,25
DIP2B,ENSG00000066084,38
ATF1,ENSG00000123268,217
METTL7A,ENSG00000185432,91
SLC11A2,ENSG00000110911,46
LETMD1,ENSG00000050426,241
CSRNP2,ENSG00000110925,14
TFCP2,ENSG00000135457,58
POU6F1,ENSG00000184271,10
DAZAP2,ENSG00000183283,902
SMAGP,ENSG00000170545,91
BIN2,ENSG00000110934,993
CELA1,ENSG00000139610,16
GALNT6,ENSG00000139629,43
SLC4A8,ENSG00000050438,6
ACVR1B,ENSG00000135503,18
GRASP,ENSG00000161835,29
NR4A1,ENSG00000123358,290
RP11-1100L3.8,ENSG00000259884,15
C12orf44,ENSG00000123395,225
KRT7,ENSG00000135480,15
KRT86,ENSG00000170442,3
KRT72,ENSG00000170486,8
RP11-641A6.2,ENSG00000257495,5
KRT73,ENSG00000186049,4
KRT2,ENSG00000172867,5
KRT1,ENSG00000167768,44
KRT8,ENSG00000170421,4
KRT18,ENSG00000111057,31
EIF4B,ENSG00000063046,640
SPRYD3,ENSG00000167778,65
IGFBP6,ENSG00000167779,11
CSAD,ENSG00000139631,58
ZNF740,ENSG00000139651,27
ITGB7,ENSG00000139626,377
RARG,ENSG00000172819,44
MFSD5,ENSG00000182544,67
PFDN5,ENSG00000123349,2490
RP11-680A11.5,ENSG00000257605,10
C12orf10,ENSG00000139637,306
AAAS,ENSG00000094914,97
SP1,ENSG00000185591,64
PRR13,ENSG00000205352,1297
PCBP2,ENSG00000197111,1395
MAP3K12,ENSG00000139625,11
RP11-793H13.11,ENSG00000270175,6
TARBP2,ENSG00000139546,63
RP11-793H13.10,ENSG00000267281,3
ATF7,ENSG00000170653,77
RP11-793H13.3,ENSG00000257550,7
ATP5G2,ENSG00000135390,2206
CALCOCO1,ENSG00000012822,92
SMUG1,ENSG00000123415,100
CBX5,ENSG00000094916,118
HNRNPA1,ENSG00000135486,2492
NFE2,ENSG00000123405,76
COPZ1,ENSG00000111481,519
GPR84,ENSG00000139572,7
ZNF385A,ENSG00000161642,133
ITGA5,ENSG00000161638,56
GTSF1,ENSG00000170627,43
NCKAP1L,ENSG00000123338,285
PDE1B,ENSG00000123360,7
TESPA1,ENSG00000135426,186
RP11-110A12.2,ENSG00000258763,41
RP11-644F5.16,ENSG00000258921,5
BLOC1S1,ENSG00000135441,839
RDH5,ENSG00000135437,41
CD63,ENSG00000135404,929
RP11-644F5.11,ENSG00000258056,13
GDF11,ENSG00000135414,10
SARNP,ENSG00000205323,136
ORMDL2,ENSG00000123353,255
DNAJC14,ENSG00000135392,49
WIBG,ENSG00000170473,226
DGKA,ENSG00000065357,190
CDK2,ENSG00000123374,26
RAB5B,ENSG00000111540,126
SUOX,ENSG00000139531,4
IKZF4,ENSG00000123411,7
RPS26,ENSG00000197728,2459
PA2G4,ENSG00000170515,646
RPL41,ENSG00000229117,1455
ZC3H10,ENSG00000135482,18
ESYT1,ENSG00000139641,264
RP11-603J24.5,ENSG00000258317,7
MYL6B,ENSG00000196465,66
MYL6,ENSG00000092841,2294
SMARCC2,ENSG00000139613,116
RNF41,ENSG00000181852,104
NABP2,ENSG00000139579,135
ANKRD52,ENSG00000139645,26
COQ10A,ENSG00000135469,64
CS,ENSG00000062485,121
RP11-977G19.11,ENSG00000257303,28
RP11-977G19.12,ENSG00000257740,3
CNPY2,ENSG00000257727,481
PAN2,ENSG00000135473,34
IL23A,ENSG00000110944,120
STAT2,ENSG00000170581,165
TIMELESS,ENSG00000111602,18
SPRYD4,ENSG00000176422,23
GLS2,ENSG00000135423,3
RBMS2,ENSG00000076067,4
BAZ2A,ENSG00000076108,197
ATP5B,ENSG00000110955,1090
PTGES3,ENSG00000110958,1092
NACA,ENSG00000196531,2616
PRIM1,ENSG00000198056,55
ZBTB39,ENSG00000166860,6
TMEM194A,ENSG00000166881,20
NAB2,ENSG00000166886,19
STAT6,ENSG00000166888,265
LRP1,ENSG00000123384,95
NXPH4,ENSG00000182379,5
SHMT2,ENSG00000182199,159
STAC3,ENSG00000185482,81
R3HDM2,ENSG00000179912,66
ARHGAP9,ENSG00000123329,381
MARS,ENSG00000166986,119
DDIT3,ENSG00000175197,216
MBD6,ENSG00000166987,60
DCTN2,ENSG00000175203,343
PIP4K2C,ENSG00000166908,41
DTX3,ENSG00000178498,26
OS9,ENSG00000135506,365
RP11-571M6.7,ENSG00000257342,3
AGAP2,ENSG00000135439,35
TSPAN31,ENSG00000135452,127
CDK4,ENSG00000135446,198
MARCH9,ENSG00000139266,45
METTL1,ENSG00000037897,25
METTL21B,ENSG00000123427,7
TSFM,ENSG00000123297,136
AVIL,ENSG00000135407,8
CTDSP2,ENSG00000175215,294
RP11-620J15.3,ENSG00000257698,45
XRCC6BP1,ENSG00000166896,51
SLC16A7,ENSG00000118596,64
FAM19A2,ENSG00000198673,24
USP15,ENSG00000135655,311
MON2,ENSG00000061987,49
C12orf61,ENSG00000221949,10
DPY19L2,ENSG00000177990,4
TMEM5,ENSG00000118600,79
SRGAP1,ENSG00000196935,3
C12orf66,ENSG00000174206,40
XPOT,ENSG00000184575,98
TBK1,ENSG00000183735,90
RASSF3,ENSG00000153179,187
GNS,ENSG00000135677,120
TBC1D30,ENSG00000111490,6
LEMD3,ENSG00000174106,50
MSRB3,ENSG00000174099,6
LLPH,ENSG00000139233,219
TMBIM4-1,ENSG00000155957,782
IRAK3,ENSG00000090376,53
HELB,ENSG00000127311,34
CAND1,ENSG00000111530,187
DYRK2,ENSG00000127334,63
IFNG-AS1,ENSG00000255733,40
IFNG,ENSG00000111537,66
MDM1,ENSG00000111554,64
RP11-81H14.2,ENSG00000251301,60
RAP1B,ENSG00000127314,976
RP11-637A17.2,ENSG00000247363,15
NUP107,ENSG00000111581,158
SLC35E3,ENSG00000175782,56
MDM2,ENSG00000135679,44
CPM,ENSG00000135678,28
CPSF6,ENSG00000111605,219
LYZ,ENSG00000090382,1631
RP11-1143G9.4,ENSG00000257764,520
YEATS4,ENSG00000127337,187
FRS2,ENSG00000166225,29
CCT2,ENSG00000166226,410
RP11-588G21.2,ENSG00000247131,3
RAB3IP,ENSG00000127328,46
RP11-611E13.2,ENSG00000257815,100
CNOT2,ENSG00000111596,227
KCNMB4,ENSG00000135643,13
ZFC3H1,ENSG00000133858,93
THAP2,ENSG00000173451,108
TMEM19,ENSG00000139291,99
RAB21,ENSG00000080371,71
TBC1D15,ENSG00000121749,88
ATXN7L3B,ENSG00000253719,109
RP11-56G10.2,ENSG00000257386,3
CAPS2,ENSG00000180881,5
GLIPR1L2,ENSG00000180481,3
GLIPR1,ENSG00000139278,553
KRR1,ENSG00000111615,186
PHLDA1,ENSG00000139289,58
RP11-290L1.3,ENSG00000257453,3
NAP1L1,ENSG00000187109,1547
BBS10,ENSG00000179941,7
OSBPL8,ENSG00000091039,183
ZDHHC17,ENSG00000186908,37
CSRP2,ENSG00000175183,3
PAWR,ENSG00000177425,26
PPP1R12A,ENSG00000058272,417
LIN7A,ENSG00000111052,17
CCDC59,ENSG00000133773,405
METTL25,ENSG00000127720,40
TMTC2,ENSG00000179104,12
C12orf29,ENSG00000133641,87
CEP290,ENSG00000198707,52
TMTC3,ENSG00000139324,7
DUSP6,ENSG00000139318,247
POC1B,ENSG00000139323,53
RP11-734K2.4,ENSG00000270344,11
ATP2B1,ENSG00000070961,268
LINC00936,ENSG00000271614,749
C12orf79,ENSG00000257242,88
BTG1,ENSG00000133639,2366
RP11-796E2.4,ENSG00000245904,342
RP11-693J15.5,ENSG00000205056,47
EEA1,ENSG00000102189,68
RP11-511B23.1,ENSG00000257345,4
NUDT4,ENSG00000173598,56
UBE2N,ENSG00000177889,503
MRPL42,ENSG00000198015,135
SOCS2,ENSG00000120833,60
CRADD,ENSG00000169372,72
PLXNC1,ENSG00000136040,48
CCDC41,ENSG00000173588,25
TMCC3,ENSG00000057704,8
NDUFA12,ENSG00000184752,592
NR2C1,ENSG00000120798,50
FGD6,ENSG00000180263,7
VEZT,ENSG00000028203,85
METAP2,ENSG00000111142,330
USP44,ENSG00000136014,13
SNRPF,ENSG00000139343,446
AMDHD1,ENSG00000139344,7
HAL,ENSG00000084110,11
LTA4H,ENSG00000111144,438
ELK3,ENSG00000111145,87
CDK17,ENSG00000059758,83
NEDD1,ENSG00000139350,75
RP11-181C3.1,ENSG00000245017,8
TMPO-AS1,ENSG00000257167,25
TMPO,ENSG00000120802,193
SLC25A3,ENSG00000075415,1405
IKBIP,ENSG00000166130,149
APAF1,ENSG00000120868,55
ANKS1B,ENSG00000185046,6
UHRF1BP1L,ENSG00000111647,46
ACTR6,ENSG00000075089,93
SCYL2,ENSG00000136021,63
UTP20,ENSG00000120800,18
ARL1,ENSG00000120805,156
CHPT1,ENSG00000111666,319
SYCP3,ENSG00000139351,4
GNPTAB,ENSG00000111670,127
DRAM1,ENSG00000136048,43
CCDC53,ENSG00000120860,288
NUP37,ENSG00000075188,82
PARPBP,ENSG00000185480,9
C12orf42,ENSG00000179088,25
NT5DC3,ENSG00000111696,6
HSP90B1,ENSG00000166598,666
C12orf73,ENSG00000204954,45
TDG,ENSG00000139372,153
HCFC2,ENSG00000111727,31
NFYB,ENSG00000120837,67
TXNRD1,ENSG00000198431,83
EID3,ENSG00000255150,58
CHST11,ENSG00000171310,176
SLC41A2,ENSG00000136052,5
C12orf45,ENSG00000151131,108
KIAA1033,ENSG00000136051,162
APPL2,ENSG00000136044,22
C12orf75,ENSG00000235162,375
NUAK1,ENSG00000074590,4
CKAP4,ENSG00000136026,89
TCP11L2,ENSG00000166046,59
POLR3B,ENSG00000013503,10
RIC8B,ENSG00000111785,23
RP11-412D9.4,ENSG00000260329,27
C12orf23,ENSG00000151135,86
MTERFD3,ENSG00000120832,33
CRY1,ENSG00000008405,31
BTBD11,ENSG00000151136,28
PWP1,ENSG00000136045,171
PRDM4,ENSG00000110851,54
CMKLR1,ENSG00000174600,24
FICD,ENSG00000198855,13
SART3,ENSG00000075856,46
ISCU,ENSG00000136003,1132
SELPLG,ENSG00000110876,482
CORO1C,ENSG00000110880,127
SNORA40-1,ENSG00000264043,4
SSH1,ENSG00000084112,24
USP30,ENSG00000135093,16
USP30-AS1,ENSG00000256262,71
ALKBH2,ENSG00000189046,86
UNG,ENSG00000076248,74
ACACB,ENSG00000076555,5
KCTD10,ENSG00000110906,32
UBE3B,ENSG00000151148,67
MMAB,ENSG00000139428,119
MVK,ENSG00000110921,34
GLTP,ENSG00000139433,137
TCHP,ENSG00000139437,66
GIT2,ENSG00000139436,295
ANKRD13A,ENSG00000076513,170
C12orf76,ENSG00000174456,138
IFT81,ENSG00000122970,4
ATP2A2,ENSG00000174437,54
ANAPC7,ENSG00000196510,76
ARPC3,ENSG00000111229,2190
GPN3,ENSG00000111231,171
FAM216A,ENSG00000204856,26
VPS29,ENSG00000111237,531
PPTC7,ENSG00000196850,49
TCTN1,ENSG00000204852,44
HVCN1,ENSG00000122986,331
PPP1CC,ENSG00000186298,638
FAM109A,ENSG00000198324,20
RP3-473L9.4,ENSG00000257595,5
SH2B3,ENSG00000111252,99
ATXN2,ENSG00000204842,87
BRAP,ENSG00000089234,76
ACAD10,ENSG00000111271,26
ALDH2,ENSG00000111275,296
MAPKAPK5-AS1,ENSG00000234608,309
MAPKAPK5,ENSG00000089022,122
RP3-462E2.5,ENSG00000270018,3
TMEM116,ENSG00000198270,71
ERP29,ENSG00000089248,1508
NAA25,ENSG00000111300,43
TRAFD1,ENSG00000135148,141
HECTD4,ENSG00000173064,44
RPL6,ENSG00000089009,2682
PTPN11,ENSG00000179295,36
RPH3A,ENSG00000089169,8
OAS1,ENSG00000089127,526
OAS3,ENSG00000111331,197
OAS2,ENSG00000111335,245
DTX1,ENSG00000135144,18
RASAL1,ENSG00000111344,3
DDX54,ENSG00000123064,171
RITA1,ENSG00000139405,78
TPCN1,ENSG00000186815,51
SLC8B1,ENSG00000089060,75
PLBD2,ENSG00000151176,24
SDS,ENSG00000135094,3
SDSL,ENSG00000139410,35
RBM19,ENSG00000122965,34
MED13L,ENSG00000123066,57
MAP1LC3B2,ENSG00000171471,122
C12orf49,ENSG00000111412,71
RNFT2,ENSG00000135119,6
HRK,ENSG00000135116,6
FBXW8,ENSG00000174989,19
TESC,ENSG00000088992,215
FBXO21,ENSG00000135108,105
RFC5,ENSG00000111445,70
WSB2,ENSG00000176871,24
PEBP1,ENSG00000089220,1020
TAOK3,ENSG00000135090,329
SUDS3,ENSG00000111707,93
PRKAB1,ENSG00000111725,52
CIT,ENSG00000122966,3
CCDC64,ENSG00000135127,38
RAB35,ENSG00000111737,94
GCN1L1,ENSG00000089154,37
RPLP0,ENSG00000089157,2559
PXN-AS1,ENSG00000255857,31
PXN,ENSG00000089159,193
SIRT4,ENSG00000089163,10
PLA2G1B,ENSG00000170890,3
COX6A1,ENSG00000111775,1285
TRIAP1,ENSG00000170855,211
GATC,ENSG00000257218,34
SRSF9,ENSG00000111786,827
DYNLL1,ENSG00000088986,913
DYNLL1-AS1,ENSG00000248008,5
COQ5,ENSG00000110871,123
RNF10,ENSG00000022840,218
POP5,ENSG00000167272,322
MLEC,ENSG00000110917,160
UNC119B,ENSG00000175970,17
ACADS,ENSG00000122971,74
SPPL3,ENSG00000157837,72
C12orf43,ENSG00000157895,80
OASL,ENSG00000135114,126
P2RX7,ENSG00000089041,23
P2RX4,ENSG00000135124,98
CAMKK2,ENSG00000110931,99
ANAPC5,ENSG00000089053,385
RNF34,ENSG00000170633,156
KDM2B,ENSG00000089094,112
ORAI1,ENSG00000182500,246
MORN3,ENSG00000139714,29
TMEM120B,ENSG00000188735,55
RHOF,ENSG00000139725,465
AC084018.1,ENSG00000212694,69
SETD1B,ENSG00000139718,58
HPD,ENSG00000158104,3
PSMD9,ENSG00000110801,496
RP11-87C12.2,ENSG00000256950,26
WDR66,ENSG00000158023,3
BCL7A,ENSG00000110987,49
MLXIP,ENSG00000175727,151
B3GNT4,ENSG00000176383,4
DIABLO,ENSG00000184047,101
VPS33A,ENSG00000139719,105
CLIP1,ENSG00000130779,92
ZCCHC8,ENSG00000033030,56
RSRC2,ENSG00000111011,376
KNTC1,ENSG00000184445,4
HCAR2,ENSG00000182782,41
HCAR3,ENSG00000255398,47
DENR,ENSG00000139726,317
CCDC62,ENSG00000130783,3
HIP1R,ENSG00000130787,26
VPS37B,ENSG00000139722,141
ABCB9,ENSG00000150967,6
OGFOD2,ENSG00000111325,70
ARL6IP4,ENSG00000182196,1345
PITPNM2,ENSG00000090975,11
MPHOSPH9,ENSG00000051825,93
C12orf65,ENSG00000130921,159
RP11-282O18.3,ENSG00000235423,4
CDK2AP1,ENSG00000111328,32
SBNO1,ENSG00000139697,155
hsa-mir-8072,ENSG00000256092,33
SETD8,ENSG00000183955,25
RILPL2,ENSG00000150977,509
SNRNP35,ENSG00000184209,131
RILPL1,ENSG00000188026,4
TMED2,ENSG00000086598,738
DDX55,ENSG00000111364,67
EIF2B1,ENSG00000111361,235
GTF2H3,ENSG00000111358,40
TCTN2,ENSG00000168778,7
ATP6V0A2,ENSG00000185344,48
CCDC92,ENSG00000119242,48
ZNF664,ENSG00000179195,34
NCOR2,ENSG00000196498,77
SCARB1,ENSG00000073060,14
UBC,ENSG00000150991,2292
DHX37,ENSG00000150990,29
BRI3BP,ENSG00000184992,59
AACS,ENSG00000081760,22
LINC00944,ENSG00000256128,19
SLC15A4,ENSG00000139370,62
GLT1D1,ENSG00000151948,32
PIWIL1,ENSG00000125207,4
STX2,ENSG00000111450,32
RAN,ENSG00000132341,1301
GPR133,ENSG00000111452,5
SFSWAP,ENSG00000061936,124
MMP17,ENSG00000198598,27
ULK1,ENSG00000177169,33
PUS1,ENSG00000177192,64
EP400,ENSG00000183495,56
EP400NL,ENSG00000185684,37
DDX51,ENSG00000185163,21
NOC4L,ENSG00000184967,113
RP13-977J11.2,ENSG00000256576,56
FBRSL1,ENSG00000112787,45
POLE,ENSG00000177084,14
PXMP2,ENSG00000176894,54
PGAM5,ENSG00000247077,13
ANKLE2,ENSG00000176915,107
GOLGA3,ENSG00000090615,59
CHFR,ENSG00000072609,107
RP11-46H11.3,ENSG00000250790,4
ZNF605,ENSG00000196458,11
ZNF84,ENSG00000198040,3
ZNF140,ENSG00000196387,62
ZNF10,ENSG00000256223,21
ZNF268,ENSG00000090612,43
MPHOSPH8,ENSG00000196199,577
PSPC1,ENSG00000121390,200
ZMYM5,ENSG00000132950,69
ZMYM2,ENSG00000121741,173
CRYL1,ENSG00000165475,162
IFT88,ENSG00000032742,31
N6AMT2,ENSG00000150456,41
XPO4,ENSG00000132953,57
LATS2,ENSG00000150457,12
LATS2-AS1,ENSG00000233851,3
SAP18,ENSG00000150459,1286
SKA3,ENSG00000165480,3
MRP63,ENSG00000173141,544
LINC00422,ENSG00000224429,8
ZDHHC20,ENSG00000180776,17
MICU2,ENSG00000165487,213
FGF9,ENSG00000102678,3
SACS,ENSG00000151835,18
MIPEP,ENSG00000027001,14
SPATA13,ENSG00000182957,77
PARP4,ENSG00000102699,111
CENPJ,ENSG00000151849,11
PABPC3,ENSG00000151846,5
MTMR6,ENSG00000139505,64
NUPL1,ENSG00000139496,74
ATP8A2,ENSG00000132932,4
RNF6,ENSG00000127870,138
CDK8,ENSG00000132964,50
USP12,ENSG00000152484,53
USP12-AS2,ENSG00000230641,3
RPL21,ENSG00000122026,2675
RASL11A,ENSG00000122035,12
GTF3A,ENSG00000122034,1400
MTIF3,ENSG00000122033,307
LNX2,ENSG00000139517,18
POLR1D,ENSG00000186184,795
ATP5EP2,ENSG00000180389,757
FLT3,ENSG00000122025,9
PAN3,ENSG00000152520,76
POMP,ENSG00000132963,424
SLC46A3,ENSG00000139508,64
SLC7A1,ENSG00000139514,14
UBL3,ENSG00000122042,220
LINC00544,ENSG00000122043,13
KATNAL1,ENSG00000102781,17
LINC00426,ENSG00000238121,33
HMGB1,ENSG00000189403,1704
USPL1,ENSG00000132952,44
ALOX5AP,ENSG00000132965,633
HSPH1,ENSG00000120694,91
